ID,count,name,namespacename,namespaceid,mappingname,rank,matchCount
27106,1,primula veris,Primula veris,170927,,species,1
27109,1,candida stellatoidea,Candida albicans,5476,candida stellatoidea,species,1
27112,1,gynostemma compressum,Gynostemma compressum,1348125,,species,1
27113,1,yucca aloifolia,Yucca aloifolia,203639,,species,1
27115,1,pleurodeles waltlii,Pleurodeles waltl,8319,pleurodeles waltlii,species,1
27117,1,dioscorea hispida,Dioscorea hispida,167587,,species,1
27119,1,stachys lavandulifolia,Stachys lavandulifolia,193339,,species,1
27121,1,haplophyllum buxbaumii,Haplophyllum buxbaumii,452771,,species,1
27123,1,silene,Silene,3573,,genus,1
27126,1,anguilla anguilla,Anguilla anguilla,7936,,species,1
27127,1,larix dahurica,Larix dahurica,669717,,species,1
27130,1,cynodon dactylon,Cynodon dactylon,28909,,species,1
27132,1,campylobacter fetus,Campylobacter fetus,196,,species,1
27133,1,cucurbita,Cucurbita,3660,,genus,1
27139,1,haemophilus ducreyi,[Haemophilus] ducreyi,730,haemophilus ducreyi,species,1
27140,1,suncus murinus,Suncus murinus,9378,,species,1
27142,1,paris verticillata,Paris verticillata,55185,,species,1
27143,1,sargassum thunbergii,Sargassum thunbergii,127542,,species,1
27146,1,verbena hybrida,Glandularia x hybrida,76714,verbena hybrida,species,1
27148,1,notholirion bulbuliferum,Notholirion bulbuliferum,82336,,species,1
27151,1,saponaria vaccaria,Gypsophila vaccaria,39387,saponaria vaccaria,species,1
27153,1,panax quinquefolium,Panax quinquefolius,44588,panax quinquefolium,species,1
27156,1,silene inflata,Inflata,2483364,silene inflata,genus,1
27157,1,desmodium styracifolium,Grona styracifolia,648866,desmodium styracifolium,species,1
27159,1,dioscorea deltoidea,Dioscorea deltoidea,394303,,species,1
27162,1,salmo gairdneri,Oncorhynchus mykiss gairdneri,857570,salmo gairdneri,subspecies,1
27164,1,matthiola incana,Matthiola incana,3724,,species,1
27166,1,geranium sylvaticum,Geranium sylvaticum,379956,,species,1
27169,1,agrocybe cylindracea,Cyclocybe cylindracea,1593264,agrocybe cylindracea,species,1
27172,1,linum grandiflorum,Linum grandiflorum,559336,,species,1
27173,1,xanthomonas campestris,Xanthomonas campestris,339,,species,1
27174,1,lantana camara,Lantana camara,126435,,species,1
27177,1,caralluma,Caralluma,120809,,genus,1
27178,1,rhizobium leguminosarum,Rhizobium leguminosarum,384,,species,1
27181,1,campylobacter jejuni,Campylobacter jejuni,197,,species,1
27183,1,dracaena mannii,Dracaena mannii,1237547,,species,1
27185,1,tylopilus felleus,Tylopilus felleus,98230,,species,1
27187,1,rhizobium japonicum,Bradyrhizobium japonicum,375,rhizobium japonicum,species,1
27189,2,saccharomyces cerevisiae,Saccharomyces cerevisiae,4932,,species,1
27192,1,gleichenia japonica,Gleichenia japonica,3274,,species,1
27193,1,polytrichum formosum,Polytrichum formosum,41836,,species,1
27194,1,polygala,Polygala,4275,,genus,1
27196,1,primula megaseifolia,Primula megaseifolia,175081,,species,1
27198,1,asparagus filicinus,Asparagus filicinus,100515,,species,1
27199,1,allium ostrowskianum,Allium oreophilum,70763,allium ostrowskianum,species,1
27201,1,fritillaria thunbergii,Fritillaria thunbergii,108546,,species,1
27203,1,escherichia,Escherichia,561,,genus,1
27205,1,micromonospora,Micromonospora,1873,,genus,1
27206,1,ranunculus pseudotrullifolius,Ranunculus pseudotrullifolius,286982,,species,1
27207,1,aedes albopictus,Aedes albopictus,7160,,species,1
27209,1,campylobacter coli,Campylobacter coli,195,,species,1
27211,1,panax pseudo-ginseng,Panax ginseng,4054,panax pseudo-ginseng,species,1
27212,1,natronobacterium,Natronobacterium,2256,,genus,1
27213,1,phoenix loureirii,Phoenix loureiroi,446123,phoenix loureirii,species,1
27214,1,cribrochalina olemda,Niphates olemda,178548,cribrochalina olemda,species,1
27216,1,micrococcus,Micrococcus,1269,,genus,1
27217,1,astragalus sieversianus,Astragalus sieversianus,158325,,species,1
27218,1,ipomoea batatas,Ipomoea batatas,4120,,species,1
27219,1,agave,Agave,39509,,genus,1
27220,1,verbascum thapsus,Verbascum thapsus,39388,,species,1
27221,1,astragalus membranaceus,Astragalus membranaceus,649199,,species,1
